danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,track,artist
0.728,0.543,9,-10.364,1,0.0926,0.0131,9.99e-05,0.048,0.644,103.247,audio_features,229720,4,Model Man,King Crimson
0.398,0.0336,4,-27.154,1,0.0505,0.959,0.0159,0.13,0.283,140.616,audio_features,167336,4,Lady of the Dancing Water,King Crimson
0.595,0.88,5,-6.121,1,0.0365,0.186,0.0167,0.129,0.667,138.869,audio_features,191253,4,Eyes Wide Open,King Crimson
0.549,0.712,7,-10.064,0,0.0616,0.0557,4.28e-05,0.0976,0.836,177.145,audio_features,250787,1,Three of a Perfect Pair,King Crimson
0.365,0.263,7,-18.358,0,0.0518,0.0329,0.699,0.218,0.311,146.028,audio_features,444713,4,The Talking Drum,King Crimson
0.332,0.0818,9,-21.575,0,0.0472,0.597,1.82e-06,0.104,0.202,69.023,audio_features,175721,5,Book Of Saturday,King Crimson
0.614,0.381,4,-14.628,1,0.0441,0.244,4.12e-05,0.0917,0.504,145.056,audio_features,199667,4,Dinosaur,King Crimson
0.286,0.307,11,-15.953,0,0.04,0.0404,0.0125,0.185,0.134,118.395,audio_features,281611,4,The Night Watch,King Crimson
0.281,0.309,4,-17.589,0,0.0373,0.545,0.618,0.109,0.309,81.173,audio_features,365659,4,I Talk To The Wind,King Crimson
0.487,0.474,9,-10.247,0,0.0255,0.525,0.000488,0.139,0.414,89.409,audio_features,195027,4,I Talk To The Wind - From: The Young Person's Guide To King Crimson 1976,King Crimson
0.452,0.337,2,-14.295,1,0.0669,0.651,0.775,0.107,0.266,87.133,audio_features,219679,4,We'll Let You Know,King Crimson
0.322,0.122,3,-20.153,0,0.0347,0.59,4.43e-05,0.22,0.0729,139.39,audio_features,107437,3,Inner Garden I,King Crimson
0.429,0.276,2,-18.492,1,0.0613,0.0102,0.0307,0.0994,0.289,178.433,audio_features,337936,4,Indoor Games,King Crimson
0.345,0.614,2,-9.545,1,0.0638,0.0402,0.0,0.155,0.594,144.393,audio_features,241946,3,The Great Deceiver,King Crimson
0.284,0.317,4,-12.923,0,0.0316,0.00757,0.00834,0.0851,0.0961,132.122,audio_features,526823,4,"Epitaph - Including ""March for No Reason"" and ""Tomorrow and Tomorrow""",King Crimson
0.581,0.211,0,-17.882,1,0.0362,0.0141,0.00632,0.0789,0.33,131.641,audio_features,334301,4,Ladies of the Road,King Crimson
0.281,0.672,4,-15.763,0,0.072,0.00107,0.778,0.138,0.141,118.208,audio_features,449325,3,Sailor's Tale,King Crimson
0.212,0.418,4,-15.641,0,0.0418,0.0053,0.429,0.195,0.225,71.49,audio_features,386836,4,Cirkus (including Entry of the Chameleons),King Crimson
0.315,0.826,5,-9.463,1,0.0336,0.000141,0.824,0.282,0.173,161.289,audio_features,160862,4,Coda Marine 475,King Crimson
0.734,0.859,7,-7.237,0,0.0922,0.215,0.343,0.0823,0.908,112.941,audio_features,349280,4,Born Under Punches (The Heat Goes On) - 2005 Remaster,Talking Heads
0.472,0.856,7,-6.03,1,0.0562,0.147,2.78e-06,0.595,0.841,78.696,audio_features,138200,4,Paper,Talking Heads
0.774,0.67,10,-8.11,0,0.0492,0.0653,0.528,0.101,0.82,126.234,audio_features,309880,4,Pull up the Roots - 2005 Remaster,Talking Heads
0.865,0.752,7,-6.493,1,0.0941,0.0892,0.000626,0.0401,0.966,118.649,audio_features,343427,4,Girlfriend Is Better - 2005 Remaster,Talking Heads
0.725,0.788,11,-8.312,0,0.0837,0.501,0.568,0.292,0.942,144.418,audio_features,282907,4,Listening Wind - 2005 Remaster,Talking Heads
0.306,0.701,7,-9.914,0,0.0647,0.000398,0.592,0.197,0.555,92.646,audio_features,442581,3,"21st Century Schizoid Man - Including ""Mirrors""",King Crimson
0.433,0.42,5,-12.81,1,0.0432,0.388,0.0781,0.267,0.445,139.626,audio_features,704133,4,A Man A City [Bonus Track] - Live At the Fillmore West,King Crimson
0.752,0.569,3,-9.379,1,0.0321,0.663,1.33e-05,0.22,0.859,132.698,audio_features,248680,4,Lament,King Crimson
0.272,0.112,5,-20.758,0,0.0436,0.188,3.65e-05,0.0912,0.168,92.505,audio_features,268934,1,The Letters,King Crimson
0.492,0.404,11,-14.332,0,0.0734,0.019,0.0167,0.679,0.469,141.188,audio_features,474072,4,Easy Money,King Crimson
0.227,0.286,4,-20.129,0,0.0416,0.112,0.134,0.0539,0.0788,75.307,audio_features,461620,4,Exiles,King Crimson
0.321,0.107,3,-18.522,0,0.0308,0.473,0.0,0.15,0.195,142.951,audio_features,76143,3,Inner Garden I,King Crimson
0.321,0.107,3,-18.522,0,0.0308,0.473,0.0,0.15,0.195,142.951,audio_features,76143,3,Inner Garden II,King Crimson
0.132,0.0705,4,-20.037,1,0.0377,0.96,0.85,0.147,0.11,167.913,audio_features,255063,3,Prelude - Song Of The Gulls,King Crimson
0.27,0.481,7,-9.982,0,0.0371,0.107,0.459,0.142,0.125,114.915,audio_features,744569,4,Starless,King Crimson
0.291,0.13,2,-25.408,1,0.0431,0.369,0.215,0.4,0.0973,118.424,audio_features,617851,4,Formentera Lady,King Crimson
0.478,0.267,7,-15.974,1,0.0318,0.94,0.0117,0.137,0.246,109.32,audio_features,203000,3,Two Hands,King Crimson
0.319,0.271,7,-15.771,1,0.08,0.366,0.55,0.0899,0.0775,154.052,audio_features,815675,4,Larks' Tongues In Aspic (Part I),King Crimson
0.244,0.353,0,-15.059,1,0.0511,0.131,0.305,0.0952,0.0714,90.676,audio_features,490449,3,Providence,King Crimson
0.724,0.414,1,-11.19,1,0.0588,0.262,0.111,0.0785,0.719,146.939,audio_features,388960,4,Watermelon Man,Herbie Hancock
0.56,0.544,5,-11.097,0,0.333,0.101,7.44e-05,0.217,0.685,111.161,audio_features,255880,1,Cosmik Debris,Frank Zappa
0.498,0.73,4,-10.326,1,0.0388,0.076,0.0579,0.0712,0.724,131.019,audio_features,260333,4,トーキョーレギー,Masayoshi Takanaka
0.596,0.357,0,-12.447,0,0.031,0.308,0.625,0.0959,0.112,129.097,audio_features,272600,4,ティアーズ・オブ・ザ・スター,CASIOPEA
0.415,0.576,4,-11.628,0,0.0331,0.834,0.808,0.698,0.556,100.54,audio_features,691307,4,"Mediterranean Sundance / Rio Ancho - Live at Warfield Theatre, San Francisco, CA - December 5, 1980",Al Di Meola
0.605,0.376,5,-14.978,1,0.0322,0.253,0.207,0.117,0.948,131.927,audio_features,370867,4,'Long As You Know You're Living Yours,Keith Jarrett
0.68,0.556,9,-10.619,0,0.039,0.295,1.79e-06,0.0855,0.715,121.171,audio_features,234640,4,Doctor Wu,Steely Dan
0.484,0.66,0,-11.163,1,0.0358,0.034,0.0812,0.0893,0.742,78.591,audio_features,169600,4,Uncle Remus,Frank Zappa
0.538,0.441,7,-15.472,1,0.0322,0.0858,0.0224,0.0692,0.343,117.07,audio_features,477926,4,Aja,Steely Dan
0.238,0.292,9,-14.294,1,0.0337,0.816,0.874,0.233,0.242,169.666,audio_features,192093,4,The Snow Goose,Camel
0.497,0.374,0,-10.741,0,0.0359,0.541,0.132,0.125,0.261,114.836,audio_features,330360,3,Goodbye Pork Pie Hat,Jeff Beck
0.704,0.597,9,-9.128,1,0.0493,0.472,0.562,0.082,0.785,83.037,audio_features,271027,4,She's a Woman,Jeff Beck
0.402,0.432,3,-12.723,1,0.0289,0.833,0.965,0.0953,0.579,143.756,audio_features,181987,4,Rhayader,Camel
0.559,0.455,4,-11.346,1,0.0387,0.445,0.899,0.0682,0.19,113.963,audio_features,256187,4,Zoot Allures,Frank Zappa
0.798,0.516,6,-14.211,0,0.084,0.201,0.0821,0.084,0.934,119.192,audio_features,251000,4,E. S. P.,Masayoshi Takanaka
0.573,0.311,9,-19.241,1,0.0367,0.463,0.908,0.0668,0.673,146.824,audio_features,375000,4,MALIBU,Masayoshi Takanaka
0.544,0.738,7,-11.598,1,0.0358,0.291,0.000992,0.129,0.966,154.97,audio_features,262773,4,Rock 'N' Roll Stew,Traffic
0.353,0.33,2,-15.964,0,0.0407,0.586,0.959,0.15,0.29,130.989,audio_features,198680,3,Supertwister,Camel
0.348,0.738,11,-8.401,0,0.0443,0.027,0.0185,0.134,0.577,118.668,audio_features,532947,4,Siberian Khatru - 2003 Remaster,Yes
0.486,0.433,9,-13.21,1,0.0439,0.192,0.031,0.124,0.295,110.936,audio_features,547960,4,Watermelon In Easter Hay,Frank Zappa
0.581,0.672,8,-8.279,1,0.0602,0.104,0.856,0.0458,0.808,111.154,audio_features,941360,4,Chameleon,Herbie Hancock
0.589,0.532,0,-12.021,1,0.0359,0.434,0.00157,0.0794,0.527,156.868,audio_features,356760,4,Birdland,Weather Report
0.886,0.713,1,-7.77,1,0.0828,0.0193,0.731,0.0595,0.868,139.942,audio_features,130016,4,Chicken,Jaco Pastorius
0.517,0.677,2,-13.486,1,0.034,0.428,0.781,0.194,0.561,127.611,audio_features,170827,4,Teen Town,Weather Report
0.655,0.302,9,-17.326,1,0.0382,0.796,0.791,0.0966,0.13,108.668,audio_features,218000,4,蜃気楼の島へ,Masayoshi Takanaka
0.509,0.743,9,-13.689,0,0.0466,0.629,0.982,0.152,0.929,159.302,audio_features,121787,4,Migration,Camel
0.614,0.712,9,-9.198,0,0.05,0.156,0.791,0.0711,0.666,129.188,audio_features,187200,4,タイム・リミット,CASIOPEA
0.228,0.781,0,-14.178,1,0.108,0.00686,0.209,0.13,0.228,159.625,audio_features,384040,4,Don't Let the World Pass You By,Jean-Luc Ponty
0.514,0.588,7,-9.161,1,0.0287,0.234,2.69e-05,0.0819,0.921,146.824,audio_features,132649,4,The Golden Road - 2013 Remaster,Grateful Dead
0.556,0.617,0,-10.063,1,0.0331,0.758,0.0,0.157,0.489,128.729,audio_features,302507,4,Amoreena,Elton John
0.537,0.559,4,-12.224,1,0.0315,0.314,0.000795,0.116,0.918,167.758,audio_features,259702,4,Scarlet Begonias - 2013 Remaster,Grateful Dead
0.632,0.709,2,-12.069,1,0.0404,0.176,0.728,0.19,0.805,115.443,audio_features,352013,4,SEXY DANCE,Masayoshi Takanaka
0.519,0.744,2,-9.487,1,0.0432,0.68,0.0526,0.123,0.408,93.555,audio_features,252667,4,OH! TENGO SUERTE,Masayoshi Takanaka
0.756,0.684,1,-7.759,0,0.0286,0.209,0.573,0.0686,0.931,124.361,audio_features,224480,4,コーラル・リーフ,Shigeru Suzuki
0.627,0.623,8,-11.705,1,0.0537,0.0472,0.88,0.0795,0.854,104.14,audio_features,412613,4,ペインテッド・パラダイス,稲垣次郎とソウル・メディア
0.619,0.717,1,-11.773,1,0.045,0.215,0.832,0.0767,0.766,169.659,audio_features,944133,4,Pili Pili,Jasper van't Hofs Pili Pili
0.432,0.755,7,-8.457,0,0.0367,0.0234,0.595,0.551,0.656,188.932,audio_features,246893,3,"Oxygene, Pt. 4",Jean-Michel Jarre
0.782,0.227,10,-16.695,1,0.0448,0.487,0.83,0.0678,0.525,91.069,audio_features,299333,4,Be In Two Minds,Jasper van't Hofs Pili Pili
0.695,0.601,0,-12.129,1,0.0548,0.126,0.703,0.0585,0.752,91.311,audio_features,910333,4,Hoomba-Hoomba,Jasper van't Hofs Pili Pili
0.86,0.488,9,-13.531,0,0.0347,0.0534,0.834,0.103,0.782,96.093,audio_features,309160,4,Slabo Day,Peter Green
0.561,0.673,2,-10.379,0,0.0315,0.224,0.675,0.0663,0.695,171.302,audio_features,237133,4,Pipeline - Instrumental,The Alan Parsons Project
0.399,0.467,5,-11.763,1,0.0284,0.303,0.0186,0.124,0.525,75.601,audio_features,445187,4,Oh! Sweet Nuthin' - 2015 Remaster,The Velvet Underground
0.679,0.645,7,-9.765,1,0.0442,0.032,0.868,0.152,0.826,125.844,audio_features,279520,4,I'm Waiting For The Man,The Velvet Underground
0.49,0.536,7,-10.83,1,0.0382,0.0391,0.371,0.116,0.732,118.008,audio_features,638427,4,Marquee Moon,Television
0.802,0.651,9,-13.862,1,0.0428,0.0994,0.856,0.124,0.839,146.165,audio_features,183920,4,Moonshake,CAN
0.536,0.696,4,-6.818,0,0.0365,0.134,3.19e-06,0.287,0.683,117.179,audio_features,214027,4,Time of the Season - Mono Version,The Zombies
0.375,0.448,9,-14.06,1,0.0264,0.106,5.55e-05,0.141,0.564,88.371,audio_features,171507,4,I Feel Free,Cream
0.506,0.442,5,-13.268,0,0.0276,0.0869,0.00239,0.0846,0.532,105.826,audio_features,175893,4,Sunday Morning,The Velvet Underground
0.523,0.941,4,-4.444,0,0.0377,0.0878,0.148,0.106,0.145,120.67,audio_features,192324,4,I Wanna Be Your Dog - 2019 Remaster,The Stooges
0.45,0.662,2,-8.326,1,0.0409,0.00488,0.067,0.103,0.364,142.359,audio_features,397533,4,Mother Sky,CAN
0.536,0.808,8,-13.407,1,0.0439,0.0579,0.894,0.117,0.678,122.408,audio_features,351867,4,Theme For Great Cities,Simple Minds
0.868,0.6,1,-7.803,1,0.277,0.2,0.0,0.1,0.624,119.937,audio_features,433773,4,N'Dairaby,Jasper van't Hofs Pili Pili
0.556,0.669,5,-11.8,1,0.0379,0.771,0.851,0.0924,0.594,100.836,audio_features,541173,4,Also Sprach Zarathustra,Deodato
0.699,0.407,5,-12.58,0,0.0548,0.0214,0.0694,0.0393,0.922,106.948,audio_features,390693,4,Happiness Is Easy - 1997 Remaster,Talk Talk
0.502,0.663,1,-12.676,1,0.0612,0.519,0.103,0.0555,0.613,169.687,audio_features,348947,4,Whitewash,Jasper van't Hofs Pili Pili
0.766,0.877,3,-11.651,1,0.0718,0.37,0.452,0.102,0.919,129.933,audio_features,324600,4,Our Darkness,Anne Clark
0.83,0.826,0,-4.338,1,0.0882,0.0589,0.000491,0.0721,0.862,125.752,audio_features,173560,4,Ein Jahr (Es geht voran),Fehlfarben
0.594,0.544,8,-14.144,0,0.0339,0.81,0.92,0.175,0.384,140.09,audio_features,163820,4,Postscriptum,Jasper van't Hofs Pili Pili
0.695,0.477,2,-12.431,1,0.0322,0.394,0.886,0.137,0.834,103.567,audio_features,213893,4,Mammagamma - Instrumental,The Alan Parsons Project
0.397,0.263,4,-11.914,0,0.0384,0.803,0.248,0.0512,0.158,104.027,audio_features,406627,3,La carrozza di Hans,Premiata Forneria Marconi
0.453,0.895,2,-9.143,1,0.0649,0.0348,0.00128,0.299,0.446,128.313,audio_features,210227,4,Celebration,Premiata Forneria Marconi
0.735,0.484,7,-14.648,1,0.045,0.271,0.795,0.0529,0.965,93.539,audio_features,310000,4,SUNDROPS,Masayoshi Takanaka
0.477,0.539,11,-12.448,0,0.05,0.0388,0.777,0.154,0.788,142.859,audio_features,470373,4,School Days,Stanley Clarke
0.594,0.779,11,-9.609,0,0.0435,0.117,0.844,0.0404,0.765,104.434,audio_features,350000,4,BREEZIN',Masayoshi Takanaka
0.717,0.941,1,-7.839,1,0.0591,0.0567,0.562,0.0768,0.691,84.818,audio_features,427160,4,Pili Pili - New Version,Jasper van't Hofs Pili Pili
0.674,0.351,7,-10.224,1,0.0376,0.835,0.0,0.124,0.627,95.999,audio_features,237218,4,Zina,Raïna Raï
0.714,0.772,10,-9.274,0,0.0329,0.245,5.59e-05,0.131,0.819,98.01,audio_features,318160,4,AOULIDI,Cheikha Rimitti
0.541,0.719,7,-10.7,1,0.161,0.46,2.36e-06,0.366,0.95,143.568,audio_features,201707,4,Ahoualik,Djamel Laroussi
0.739,0.697,0,-4.76,1,0.0397,0.782,0.0,0.115,0.314,87.021,audio_features,282822,4,NAKHLA,Cheikha Rimitti
0.635,0.345,4,-14.42,0,0.0971,0.782,0.56,0.137,0.631,171.695,audio_features,308720,4,Zahri Ouine,Raïna Raï
0.547,0.83,10,-10.569,0,0.064,0.34,0.00035,0.108,0.598,111.389,audio_features,279510,4,Ya moulana,Hamid El Kasri
0.404,0.25,5,-22.765,1,0.0647,0.982,0.00621,0.121,0.509,209.008,audio_features,313240,3,Maskhaou befraki,Lemchaheb
0.518,0.585,11,-9.925,1,0.0487,0.601,0.133,0.157,0.58,151.334,audio_features,536800,3,Al Aar Abouya,Jil Jilala
0.609,0.856,1,-7.674,0,0.0484,0.203,0.00113,0.336,0.613,103.882,audio_features,216467,4,Sidi,Hamid Baroudi
0.398,0.955,7,-4.664,1,0.126,0.571,6.68e-05,0.146,0.779,113.749,audio_features,250107,3,Gnawa Blues,Hoba Hoba Spirit
0.72,0.64,9,-4.628,0,0.0519,0.0335,0.0,0.215,0.794,124.06,audio_features,231973,4,Chabba,Raïna Raï
0.405,0.814,1,-5.743,1,0.0459,0.741,6.77e-05,0.459,0.844,96.852,audio_features,473391,3,Eddenya,Lamchaheb
0.739,0.871,9,-9.707,1,0.0471,0.0102,0.54,0.259,0.413,102.046,audio_features,332267,4,African Soul,Hamid Baroudi
0.679,0.412,6,-13.252,0,0.0469,0.517,0.848,0.0787,0.499,105.027,audio_features,395933,4,A Go Go,John Scofield
0.547,0.498,3,-10.802,1,0.036,0.13,0.835,0.0987,0.216,149.323,audio_features,290449,4,Mirage,Jean-Luc Ponty
0.464,0.481,0,-14.614,1,0.0557,0.277,0.792,0.0393,0.687,146.08,audio_features,609013,4,AN INSATIABLE HIGH,Masayoshi Takanaka
0.407,0.358,9,-12.908,0,0.0343,0.829,0.424,0.0827,0.267,92.292,audio_features,284800,4,SAMBA PATI,Masayoshi Takanaka
0.29,0.288,2,-16.372,1,0.0312,0.872,0.207,0.122,0.117,96.397,audio_features,240640,4,Rejoyce,Jefferson Airplane
0.577,0.902,2,-6.711,1,0.0342,0.164,0.634,0.0637,0.965,113.484,audio_features,214507,4,パッション・フラワー,Shigeru Suzuki
0.758,0.365,7,-13.599,0,0.0587,0.0782,4.24e-05,0.0865,0.446,90.8,audio_features,259667,4,Liah Liah,Khaled
0.697,0.813,11,-8.801,0,0.0409,0.624,0.237,0.208,0.96,112.119,audio_features,237987,4,Kouna Kountou,Jil Jilala
0.45,0.601,1,-15.607,1,0.0514,0.154,0.00232,0.0677,0.759,105.585,audio_features,300147,3,Al Wali,Hamid El Kasri
0.541,0.772,1,-9.829,1,0.0397,0.00192,9.94e-06,0.109,0.813,99.957,audio_features,298600,4,El Marsem,Khaled
0.427,0.692,2,-11.89,0,0.0395,0.0584,2.8e-05,0.179,0.791,131.396,audio_features,286348,4,Chouli - Live,Raïna Raï
0.56,0.687,7,-9.862,1,0.0484,0.000272,0.614,0.112,0.805,132.204,audio_features,443800,4,"ドミノ・ライン - Live at Chuo Kaikan Hall, Tokyo, Feb. 1982",CASIOPEA
0.599,0.444,5,-8.648,0,0.044,0.82,0.000474,0.122,0.508,142.81,audio_features,369387,4,Dig Dis - Remastered 1999/Rudy Van Gelder Edition,Hank Mobley
0.442,0.948,5,-7.372,1,0.0752,0.749,0.748,0.114,0.417,144.731,audio_features,519360,4,The Champ,Jimmy Smith
0.58,0.48,7,-7.682,0,0.0339,0.837,0.00432,0.171,0.48,108.892,audio_features,563613,4,Cool Struttin',Sonny Clark
0.444,0.479,7,-9.731,1,0.0341,0.0492,2.28e-05,0.236,0.303,140.192,audio_features,95840,4,"She Was Tall, She Was High",The Pretty Things
0.441,0.488,7,-10.838,1,0.0332,0.0218,0.000629,0.42,0.751,129.518,audio_features,192733,4,S.F. Sorrow Is Born,The Pretty Things
0.548,0.656,2,-10.103,1,0.054,0.00219,0.52,0.0696,0.851,98.639,audio_features,130347,4,Don't Bring Me Down - Remastered,The Pretty Things
0.39,0.548,7,-10.197,1,0.037,0.0443,0.0047,0.146,0.419,173.465,audio_features,203507,4,She Says Good Morning,The Pretty Things
0.439,0.795,2,-9.424,1,0.0314,0.00407,0.00114,0.296,0.789,84.846,audio_features,212067,4,She's a Lover,The Pretty Things
0.529,0.671,4,-12.812,1,0.0313,0.469,0.00201,0.493,0.945,126.833,audio_features,139240,4,Midnight To Six Man,The Pretty Things
0.653,0.73,5,-10.613,1,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,audio_features,220311,4,Walk This Way,Aerosmith
0.477,0.479,7,-11.887,0,0.0483,0.0649,0.029,0.0906,0.662,122.531,audio_features,396187,4,Aqualung,Jethro Tull
0.654,0.789,2,-4.901,1,0.0322,0.0404,1.29e-05,0.119,0.579,110.378,audio_features,260213,4,Road to Nowhere - 2005 Remaster,Talking Heads
0.592,0.851,0,-3.587,0,0.06,0.299,5.37e-06,0.103,0.299,124.845,audio_features,193733,4,EGO TRIP,Ultimate Spinach
0.248,0.579,2,-6.673,0,0.0459,0.321,0.9,0.124,0.18,92.057,audio_features,283392,4,Baroque #1,Ultimate Spinach
0.253,0.293,9,-9.867,0,0.0358,0.301,0.0318,0.0986,0.186,178.324,audio_features,225640,3,SACRIFICE OF THE MOON,Ultimate Spinach
0.47,0.411,2,-8.69,1,0.0298,0.788,7.48e-05,0.135,0.388,75.825,audio_features,349274,4,Visions of Your Reality,Ultimate Spinach
0.475,0.036,2,-19.348,1,0.041,0.975,0.717,0.214,0.229,111.933,audio_features,109827,1,Baroque Dances,Ultimate Spinach
0.255,0.427,2,-10.235,0,0.0292,0.296,0.459,0.128,0.175,156.947,audio_features,580093,3,Mind Flowers,Ultimate Spinach
0.51,0.31,2,-13.647,0,0.0291,0.695,0.0,0.128,0.291,90.074,audio_features,177547,4,Today,Jefferson Airplane
0.444,0.664,2,-9.868,1,0.0386,0.173,3.8e-06,0.164,0.481,123.982,audio_features,173733,4,See Emily Play - 1996 Remastered Version,Pink Floyd
0.355,0.0498,5,-19.771,1,0.0367,0.979,0.931,0.109,0.0695,83.339,audio_features,359533,4,One Mind,Jasper van't Hofs Pili Pili
0.728,0.432,9,-12.035,1,0.0366,0.753,0.918,0.11,0.159,127.863,audio_features,367173,4,Sonnenrad,Michael Rother
0.645,0.345,0,-15.857,0,0.0327,0.543,0.866,0.0983,0.489,120.272,audio_features,527373,4,Are You Going With Me?,Pat Metheny Group
0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,audio_features,174840,4,Zoom,Volker Kriegel
0.725,0.557,0,-9.838,0,0.0298,0.446,7.52e-05,0.136,0.301,116.985,audio_features,416840,3,Marabout,Jasper van't Hofs Pili Pili
0.879,0.351,3,-17.38,1,0.0611,0.181,0.0248,0.077,0.938,119.924,audio_features,214000,4,Fingerlips,Jasper van't Hofs Pili Pili
0.675,0.749,6,-7.455,1,0.0429,0.346,1.7e-05,0.0672,0.965,81.971,audio_features,298147,4,MATAHAGROUHACH,Cheikha Rimitti
0.569,0.511,9,-12.007,1,0.304,0.605,0.00147,0.102,0.855,88.519,audio_features,245733,4,Rani M'Hayar,Raïna Raï
0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,audio_features,308120,4,(Don't Fear) The Reaper,Blue Öyster Cult
0.33,0.342,11,-14.09,1,0.0404,0.734,0.671,0.129,0.0795,142.95,audio_features,422518,4,No Quarter - Remaster,Led Zeppelin
0.671,0.669,2,-8.144,1,0.0687,0.046,0.892,0.0712,0.971,100.792,audio_features,245600,4,You Know What I Mean,Jeff Beck
0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,audio_features,298333,4,White Room,Cream
0.429,0.343,11,-16.637,0,0.0339,0.265,0.184,0.157,0.313,128.455,audio_features,169560,4,Breathe (In The Air) - 2011 Remastered Version,Pink Floyd
0.494,0.64,9,-12.266,1,0.0304,0.712,0.871,0.0816,0.859,136.128,audio_features,313467,4,Gypsy Queen,Gábor Szabó
0.464,0.09,5,-18.021,1,0.0753,0.985,0.946,0.0945,0.22,66.715,audio_features,149333,4,Ponta de Areia,Wayne Shorter
0.635,0.413,6,-16.651,0,0.0378,0.777,0.0604,0.129,0.73,127.473,audio_features,262813,4,Plutonian Nights,Sun Ra
0.527,0.522,10,-9.922,1,0.0336,0.259,0.396,0.0959,0.605,118.811,audio_features,841333,4,"Miles Runs the Voodoo Down (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks)",Miles Davis
0.72,0.576,2,-15.118,1,0.029,0.271,0.0,0.256,0.947,111.592,audio_features,171733,4,Hot Dusty Roads,Buffalo Springfield
0.2,0.678,7,-11.004,0,0.0715,0.00252,0.0956,0.355,0.11,101.726,audio_features,460493,3,The Sky Cried - When I Was a Boy - 2006 Remaster,Vanilla Fudge
0.301,0.416,10,-16.015,1,0.0348,0.0296,0.0,0.329,0.517,89.081,audio_features,235133,4,a) Take Me For A Little While b) RYFI (Illusions Of My Childhood-Part Three),Vanilla Fudge
0.523,0.803,4,-5.189,0,0.045,0.583,0.0,0.0948,0.898,132.3,audio_features,145293,4,She's Not There,Vanilla Fudge
0.527,0.469,10,-14.57,1,0.0465,0.508,0.00043,0.46,0.402,152.143,audio_features,223760,4,"Intro / Back Street Luv - Bilzen Jazz Festival Vlaams, Belgium - VRT, August 1971",Curved Air
0.55,0.12,2,-19.917,1,0.0681,0.942,0.843,0.106,0.53,131.812,audio_features,180760,3,Mood for a Day - 2003 Remaster,Yes
0.328,0.698,1,-11.7,0,0.0465,0.151,0.188,0.0671,0.423,149.919,audio_features,436600,4,Flight Over Rio,Al Di Meola
0.416,0.474,0,-17.403,1,0.0608,0.00667,0.622,0.103,0.487,109.679,audio_features,258000,4,Generale,Premiata Forneria Marconi
0.291,0.437,9,-10.486,1,0.0363,0.199,0.000206,0.0762,0.219,78.17,audio_features,607787,3,And You and I - 2003 Remaster,Yes
0.599,0.793,7,-6.876,1,0.0471,0.67,0.00171,0.544,0.715,118.374,audio_features,341773,3,Andrea - Live in Genova 03/01/1979,Fabrizio De André
